Course structure;"<p> Nice. </p> <p> Please rate the following statement from 1-5 points, with 5 points as highest score. </p> <p> The course content has a good structure so that I was able to understand it easily. </p> <button class=""chatSuggest"" onclick=""chatSuggest('1 point');"">1</button> <button class=""chatSuggest"" onclick=""chatSuggest('2 points');"">2</button> <button class=""chatSuggest"" onclick=""chatSuggest('3 points');"">3</button> <button class=""chatSuggest"" onclick=""chatSuggest('4 points');"">4</button> <button class=""chatSuggest"" onclick=""chatSuggest('5 points');"">5</button>"
Course tutor;"<p> Nice. </p> <p> The tutor was able to transfer the learning content according to my expectations. </p> <button class=""chatSuggest"" onclick=""chatSuggest('1 point');"">1</button> <button class=""chatSuggest"" onclick=""chatSuggest('2 points');"">2</button> <button class=""chatSuggest"" onclick=""chatSuggest('3 points');"">3</button> <button class=""chatSuggest"" onclick=""chatSuggest('4 points');"">4</button> <button class=""chatSuggest"" onclick=""chatSuggest('5 points');"">5</button>"
Online tools;"<p> The online tools used are well suited to communicate the content of the lecture. </p> <button class=""chatSuggest"" onclick=""chatSuggest('1 point');"">1</button> <button class=""chatSuggest"" onclick=""chatSuggest('2 points');"">2</button> <button class=""chatSuggest"" onclick=""chatSuggest('3 points');"">3</button> <button class=""chatSuggest"" onclick=""chatSuggest('4 points');"">4</button> <button class=""chatSuggest"" onclick=""chatSuggest('5 points');"">5</button>"
Written feedback without suggestions;<p> Thank you for your feedback so far. For the next question, you can provide a written answer. </p>
test;IDKresponse
Try again;<p> Could you please try again? </p>
Course improvement;<p> Ok, thank you very much. Now, please answer the next question. </p> <p> Which aspects of the course should be changed so that students benefit more from the course? </p>
Further comments;"<p> Is there anything else you want to mention? If so, please feel free to leave your comments here. </p> <button class=""chatSuggest"" onclick=""chatSuggest('No, please skip.');"">No, thanks.</button>"
Provide email;"<p> Please provide your e-mail address if you are interested in the evaluation result. </p> <p> Your data will be stored anonymously and not related to your evaluation results. </p> <button class=""chatSuggest"" onclick=""skip();"">I'm not interested.</button>"
Give feedback without skip;"<p> Hey I just wanted to let you know that I am a chatbot and would like to have some feedback from you. </p> <button class=""chatSuggest"" onclick=""showFeedback(); disableFeedbackButton();"">Give me some feedback</button>"
Finish evaluation;"<p> Thank you, you are now finished! </p> <button class=""chatSuggest"" onclick=""showAnswers();"">Show my answers</button>"
Introduction Rashid;"<p>Hey I’m Eva and I will ask you some questions for the course evaluation of the course 'Methods: empirical social research'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
Introduction Rashid;"<p>Hey I’m Eva and I will ask you some questions for the course evaluation of the course 'Methods: empirical social research'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
Introduction;"<p>Hey, I’m Eva the Evaluation Bot. I will ask you some questions and will guide you through the course evaluation of the course 'Course Name'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
Introduction;"<p>Hey, I’m Eva the Evaluation Bot. I will ask you some questions and will guide you through the course evaluation of the course 'Course Name'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
Introduction;"<p>Hey, I’m Eva the Evaluation Bot. I will ask you some questions and will guide you through the course evaluation of the course 'Course Name'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
Introduction;"<p>Hey, I’m Eva the Evaluation Bot. I will ask you some questions and will guide you through the course evaluation of the course 'Course Name'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
Introduction Hubert;"<p>Hey I’m Hubert and I will ask you some questions for the course evaluation of the course 'Methods: empirical social research'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
Introduction Rashid;"<p>Hey I’m Eva and I will ask you some questions for the course evaluation of the course 'Methods: empirical social research'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
Introduction Rashid;"<p>Hey I’m Eva and I will ask you some questions for the course evaluation of the course 'Methods: empirical social research'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
Introduction Rashid;"<p>Hey I’m Eva and I will ask you some questions for the course evaluation of the course 'Methods: empirical social research'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
Introduction Rashid;"<p>Hey I’m Rashid and I will ask you some questions for the course evaluation of the course 'Methods: empirical social research'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
Introduction Rashid;"<p>Hey I’m Rashid and I will ask you some questions for the course evaluation of the course 'Methods: empirical social research'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
Introduction Eva2;"<p>Hey I’m Eva and I will ask you some questions for the course evaluation of the course 'Methods: empirical social research'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
Introduction Hubert;"<p>Hey I’m Hubert and I will ask you some questions for the course evaluation of the course 'Methods: empirical social research'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
show me more.;"<p> I would love to talk to you. Ask me a few questions. I can try to improve your mood with some jokes &#129313;. I’m not all-knowing and might have to refer you to my big brother Google for complicated questions. But I will try my best. </p> <p> Now have fun with the Evaluation! </p> <p> PS: I would also love to receive some feedback from you! &#128515; </p> <button class=""chatSuggest"" onclick=""chatSuggest('Get me in!');"">Cool, get me in!</button>"
get me in!;"<p>Before we start, please read the declaration of consent carefully. </p> <button class=""chatSuggest"" onclick=""showPrivacy();"">Show me please.</button>"
i have read the declaration of consent and i accept it.;"<p> First I would like to ask you some short questions concerning the lecture content and the lecture style. After that you are welcome to provide some written feedback. In the end you can decide whether you want to receive the total evaluation results by e-mail. </p> <p> Please provide honest and direct answers. Both are very important for the improvement of your lecturer and the course quality. Are you ready to finally start now? </p> <button class=""chatSuggest"" onclick=""chatSuggest('Lets start the evaluation.');"">Yes, let’s start the Evaluation!</button>"
Course structure;"<p> Nice. </p> <p> Please rate the following statement from 1-5 points, with 5 points as highest score. </p> <p> The course content has a good structure so that I was able to understand it easily. </p> <button class=""chatSuggest"" onclick=""chatSuggest('1 point');"">1</button> <button class=""chatSuggest"" onclick=""chatSuggest('2 points');"">2</button> <button class=""chatSuggest"" onclick=""chatSuggest('3 points');"">3</button> <button class=""chatSuggest"" onclick=""chatSuggest('4 points');"">4</button> <button class=""chatSuggest"" onclick=""chatSuggest('5 points');"">5</button>"
Course tutor;"<p> Nice. </p> <p> The tutor was able to transfer the learning content according to my expectations. </p> <button class=""chatSuggest"" onclick=""chatSuggest('1 point');"">1</button> <button class=""chatSuggest"" onclick=""chatSuggest('2 points');"">2</button> <button class=""chatSuggest"" onclick=""chatSuggest('3 points');"">3</button> <button class=""chatSuggest"" onclick=""chatSuggest('4 points');"">4</button> <button class=""chatSuggest"" onclick=""chatSuggest('5 points');"">5</button>"
Online tools;"<p> The online tools used are well suited to communicate the content of the lecture. </p> <button class=""chatSuggest"" onclick=""chatSuggest('1 point');"">1</button> <button class=""chatSuggest"" onclick=""chatSuggest('2 points');"">2</button> <button class=""chatSuggest"" onclick=""chatSuggest('3 points');"">3</button> <button class=""chatSuggest"" onclick=""chatSuggest('4 points');"">4</button> <button class=""chatSuggest"" onclick=""chatSuggest('5 points');"">5</button>"
Written feedback without suggestions;<p> Thank you for your feedback so far. For the next question, you can provide a written answer. </p>
Course improvement;<p> Ok, thank you very much. Now, please answer the next question. </p> <p> Which aspects of the course should be changed so that students benefit more from the course? </p>
tet;IDKresponse
Try again;<p> Could you please try again? </p>
Further comments;"<p> Is there anything else you want to mention? If so, please feel free to leave your comments here. </p> <button class=""chatSuggest"" onclick=""chatSuggest('No, please skip.');"">No, thanks.</button>"
Provide email;"<p> Please provide your e-mail address if you are interested in the evaluation result. </p> <p> Your data will be stored anonymously and not related to your evaluation results. </p> <button class=""chatSuggest"" onclick=""skip();"">I'm not interested.</button>"
Give feedback without skip;"<p> Hey I just wanted to let you know that I am a chatbot and would like to have some feedback from you. </p> <button class=""chatSuggest"" onclick=""showFeedback(); disableFeedbackButton();"">Give me some feedback</button>"
Finish evaluation;"<p> Thank you, you are now finished! </p> <button class=""chatSuggest"" onclick=""showAnswers();"">Show my answers</button>"
Introduction;"<p>Hey, I’m Eva the Evaluation Bot. I will ask you some questions and will guide you through the course evaluation of the course 'Course Name'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
Introduction;"<p>Hey, I’m Eva the Evaluation Bot. I will ask you some questions and will guide you through the course evaluation of the course 'Course Name'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
Introduction Eva2;"<p>Hey I’m Eva and I will ask you some questions for the course evaluation of the course 'Methods: empirical social research'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
show me more.;"<p> I would love to talk to you. Ask me a few questions. I can try to improve your mood with some jokes &#129313;. I’m not all-knowing and might have to refer you to my big brother Google for complicated questions. But I will try my best. </p> <p> Now have fun with the Evaluation! </p> <p> PS: I would also love to receive some feedback from you! &#128515; </p> <button class=""chatSuggest"" onclick=""chatSuggest('Get me in!');"">Cool, get me in!</button>"
get me in!;"<p>Before we start, please read the declaration of consent carefully. </p> <button class=""chatSuggest"" onclick=""showPrivacy();"">Show me please.</button>"
i have read the declaration of consent and i accept it.;"<p> First I would like to ask you some short questions concerning the lecture content and the lecture style. After that you are welcome to provide some written feedback. In the end you can decide whether you want to receive the total evaluation results by e-mail. </p> <p> Please provide honest and direct answers. Both are very important for the improvement of your lecturer and the course quality. Are you ready to finally start now? </p> <button class=""chatSuggest"" onclick=""chatSuggest('Lets start the evaluation.');"">Yes, let’s start the Evaluation!</button>"
Course structure;"<p> Nice. </p> <p> Please rate the following statement from 1-5 points, with 5 points as highest score. </p> <p> The course content has a good structure so that I was able to understand it easily. </p> <button class=""chatSuggest"" onclick=""chatSuggest('1 point');"">1</button> <button class=""chatSuggest"" onclick=""chatSuggest('2 points');"">2</button> <button class=""chatSuggest"" onclick=""chatSuggest('3 points');"">3</button> <button class=""chatSuggest"" onclick=""chatSuggest('4 points');"">4</button> <button class=""chatSuggest"" onclick=""chatSuggest('5 points');"">5</button>"
Course tutor;"<p> Nice. </p> <p> The tutor was able to transfer the learning content according to my expectations. </p> <button class=""chatSuggest"" onclick=""chatSuggest('1 point');"">1</button> <button class=""chatSuggest"" onclick=""chatSuggest('2 points');"">2</button> <button class=""chatSuggest"" onclick=""chatSuggest('3 points');"">3</button> <button class=""chatSuggest"" onclick=""chatSuggest('4 points');"">4</button> <button class=""chatSuggest"" onclick=""chatSuggest('5 points');"">5</button>"
Online tools;"<p> The online tools used are well suited to communicate the content of the lecture. </p> <button class=""chatSuggest"" onclick=""chatSuggest('1 point');"">1</button> <button class=""chatSuggest"" onclick=""chatSuggest('2 points');"">2</button> <button class=""chatSuggest"" onclick=""chatSuggest('3 points');"">3</button> <button class=""chatSuggest"" onclick=""chatSuggest('4 points');"">4</button> <button class=""chatSuggest"" onclick=""chatSuggest('5 points');"">5</button>"
Written feedback without suggestions;<p> Thank you for your feedback so far. For the next question, you can provide a written answer. </p>
Introduction;"<p>Hey, I’m Eva the Evaluation Bot. I will ask you some questions and will guide you through the course evaluation of the course 'Course Name'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
Introduction;"<p>Hey, I’m Eva the Evaluation Bot. I will ask you some questions and will guide you through the course evaluation of the course 'Course Name'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
Introduction Hubert;"<p>Hey I’m Hubert and I will ask you some questions for the course evaluation of the course 'Methods: empirical social research'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
show me more.;"<p> I would love to talk to you. Ask me a few questions. I can try to improve your mood with some jokes &#129313;. I’m not all-knowing and might have to refer you to my big brother Google for complicated questions. But I will try my best. </p> <p> Now have fun with the Evaluation! </p> <p> PS: I would also love to receive some feedback from you! &#128515; </p> <button class=""chatSuggest"" onclick=""chatSuggest('Get me in!');"">Cool, get me in!</button>"
get me in!;"<p>Before we start, please read the declaration of consent carefully. </p> <button class=""chatSuggest"" onclick=""showPrivacy();"">Show me please.</button>"
i have read the declaration of consent and i accept it.;"<p> First I would like to ask you some short questions concerning the lecture content and the lecture style. After that you are welcome to provide some written feedback. In the end you can decide whether you want to receive the total evaluation results by e-mail. </p> <p> Please provide honest and direct answers. Both are very important for the improvement of your lecturer and the course quality. Are you ready to finally start now? </p> <button class=""chatSuggest"" onclick=""chatSuggest('Lets start the evaluation.');"">Yes, let’s start the Evaluation!</button>"
Course structure;"<p> Nice. </p> <p> Please rate the following statement from 1-5 points, with 5 points as highest score. </p> <p> The course content has a good structure so that I was able to understand it easily. </p> <button class=""chatSuggest"" onclick=""chatSuggest('1 point');"">1</button> <button class=""chatSuggest"" onclick=""chatSuggest('2 points');"">2</button> <button class=""chatSuggest"" onclick=""chatSuggest('3 points');"">3</button> <button class=""chatSuggest"" onclick=""chatSuggest('4 points');"">4</button> <button class=""chatSuggest"" onclick=""chatSuggest('5 points');"">5</button>"
Course tutor;"<p> Nice. </p> <p> The tutor was able to transfer the learning content according to my expectations. </p> <button class=""chatSuggest"" onclick=""chatSuggest('1 point');"">1</button> <button class=""chatSuggest"" onclick=""chatSuggest('2 points');"">2</button> <button class=""chatSuggest"" onclick=""chatSuggest('3 points');"">3</button> <button class=""chatSuggest"" onclick=""chatSuggest('4 points');"">4</button> <button class=""chatSuggest"" onclick=""chatSuggest('5 points');"">5</button>"
Online tools;"<p> The online tools used are well suited to communicate the content of the lecture. </p> <button class=""chatSuggest"" onclick=""chatSuggest('1 point');"">1</button> <button class=""chatSuggest"" onclick=""chatSuggest('2 points');"">2</button> <button class=""chatSuggest"" onclick=""chatSuggest('3 points');"">3</button> <button class=""chatSuggest"" onclick=""chatSuggest('4 points');"">4</button> <button class=""chatSuggest"" onclick=""chatSuggest('5 points');"">5</button>"
Written feedback without suggestions;<p> Thank you for your feedback so far. For the next question, you can provide a written answer. </p>
Introduction Hubert;"<p>Hey I’m Hubert and I will ask you some questions for the course evaluation of the course 'Methods: empirical social research'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
show me more.;"<p> I would love to talk to you. Ask me a few questions. I can try to improve your mood with some jokes &#129313;. I’m not all-knowing and might have to refer you to my big brother Google for complicated questions. But I will try my best. </p> <p> Now have fun with the Evaluation! </p> <p> PS: I would also love to receive some feedback from you! &#128515; </p> <button class=""chatSuggest"" onclick=""chatSuggest('Get me in!');"">Cool, get me in!</button>"
get me in!;"<p>Before we start, please read the declaration of consent carefully. </p> <button class=""chatSuggest"" onclick=""showPrivacy();"">Show me please.</button>"
i have read the declaration of consent and i accept it.;"<p> First I would like to ask you some short questions concerning the lecture content and the lecture style. After that you are welcome to provide some written feedback. In the end you can decide whether you want to receive the total evaluation results by e-mail. </p> <p> Please provide honest and direct answers. Both are very important for the improvement of your lecturer and the course quality. Are you ready to finally start now? </p> <button class=""chatSuggest"" onclick=""chatSuggest('Lets start the evaluation.');"">Yes, let’s start the Evaluation!</button>"
Course structure;"<p> Nice. </p> <p> Please rate the following statement from 1-5 points, with 5 points as highest score. </p> <p> The course content has a good structure so that I was able to understand it easily. </p> <button class=""chatSuggest"" onclick=""chatSuggest('1 point');"">1</button> <button class=""chatSuggest"" onclick=""chatSuggest('2 points');"">2</button> <button class=""chatSuggest"" onclick=""chatSuggest('3 points');"">3</button> <button class=""chatSuggest"" onclick=""chatSuggest('4 points');"">4</button> <button class=""chatSuggest"" onclick=""chatSuggest('5 points');"">5</button>"
Course tutor;"<p> Nice. </p> <p> The tutor was able to transfer the learning content according to my expectations. </p> <button class=""chatSuggest"" onclick=""chatSuggest('1 point');"">1</button> <button class=""chatSuggest"" onclick=""chatSuggest('2 points');"">2</button> <button class=""chatSuggest"" onclick=""chatSuggest('3 points');"">3</button> <button class=""chatSuggest"" onclick=""chatSuggest('4 points');"">4</button> <button class=""chatSuggest"" onclick=""chatSuggest('5 points');"">5</button>"
Online tools;"<p> The online tools used are well suited to communicate the content of the lecture. </p> <button class=""chatSuggest"" onclick=""chatSuggest('1 point');"">1</button> <button class=""chatSuggest"" onclick=""chatSuggest('2 points');"">2</button> <button class=""chatSuggest"" onclick=""chatSuggest('3 points');"">3</button> <button class=""chatSuggest"" onclick=""chatSuggest('4 points');"">4</button> <button class=""chatSuggest"" onclick=""chatSuggest('5 points');"">5</button>"
Written feedback without suggestions;<p> Thank you for your feedback so far. For the next question, you can provide a written answer. </p> <p> Did the lecture strengthen your interest in the topic? </p>
Course improvement;<p> Ok, thank you very much. Now, please answer the next question. </p> <p> Which aspects of the course should be changed so that students benefit more from the course? </p>
Further comments;"<p> Is there anything else you want to mention? If so, please feel free to leave your comments here. </p> <button class=""chatSuggest"" onclick=""chatSuggest('No, please skip.');"">No, thanks.</button>"
Provide email;"<p> Please provide your e-mail address if you are interested in the evaluation result. </p> <p> Your data will be stored anonymously and not related to your evaluation results. </p> <button class=""chatSuggest"" onclick=""skip();"">I'm not interested.</button>"
Give feedback without skip;"<p> Hey I just wanted to let you know that I am a chatbot and would like to have some feedback from you. </p> <button class=""chatSuggest"" onclick=""showFeedback(); disableFeedbackButton();"">Give me some feedback</button>"
Finish evaluation;"<p> Thank you, you are now finished! </p> <button class=""chatSuggest"" onclick=""showAnswers();"">Show my answers</button>"
Introduction Hubert;"<p>Hey I’m Hubert and I will ask you some questions for the course evaluation of the course 'Methods: empirical social research'. </p> <p> You can talk to me by typing in your message into the textfield or click one of my suggestions. If for some reason you don’t have an answer to a question you can skip the question at any time, by clicking on the skip button below or ask me to skip it. </p> <button class=""chatSuggest"" onclick=""chatSuggest('Show me more.');"">Show me more!</button>"
show me more.;"<p> I would love to talk to you. Ask me a few questions. I can try to improve your mood with some jokes &#129313;. I’m not all-knowing and might have to refer you to my big brother Google for complicated questions. But I will try my best. </p> <p> Now have fun with the Evaluation! </p> <p> PS: I would also love to receive some feedback from you! &#128515; </p> <button class=""chatSuggest"" onclick=""chatSuggest('Get me in!');"">Cool, get me in!</button>"
get me in!;"<p>Before we start, please read the declaration of consent carefully. </p> <button class=""chatSuggest"" onclick=""showPrivacy();"">Show me please.</button>"
i have read the declaration of consent and i accept it.;"<p> First I would like to ask you some short questions concerning the lecture content and the lecture style. After that you are welcome to provide some written feedback. In the end you can decide whether you want to receive the total evaluation results by e-mail. </p> <p> Please provide honest and direct answers. Both are very important for the improvement of your lecturer and the course quality. Are you ready to finally start now? </p> <button class=""chatSuggest"" onclick=""chatSuggest('Lets start the evaluation.');"">Yes, let’s start the Evaluation!</button>"
Course structure;"<p> Nice. </p> <p> Please rate the following statement from 1-5 points, with 5 points as highest score. </p> <p> The course content has a good structure so that I was able to understand it easily. </p> <button class=""chatSuggest"" onclick=""chatSuggest('1 point');"">1</button> <button class=""chatSuggest"" onclick=""chatSuggest('2 points');"">2</button> <button class=""chatSuggest"" onclick=""chatSuggest('3 points');"">3</button> <button class=""chatSuggest"" onclick=""chatSuggest('4 points');"">4</button> <button class=""chatSuggest"" onclick=""chatSuggest('5 points');"">5</button>"
Course tutor;"<p> Nice. </p> <p> The tutor was able to transfer the learning content according to my expectations. </p> <button class=""chatSuggest"" onclick=""chatSuggest('1 point');"">1</button> <button class=""chatSuggest"" onclick=""chatSuggest('2 points');"">2</button> <button class=""chatSuggest"" onclick=""chatSuggest('3 points');"">3</button> <button class=""chatSuggest"" onclick=""chatSuggest('4 points');"">4</button> <button class=""chatSuggest"" onclick=""chatSuggest('5 points');"">5</button>"
Online tools;"<p> The online tools used are well suited to communicate the content of the lecture. </p> <button class=""chatSuggest"" onclick=""chatSuggest('1 point');"">1</button> <button class=""chatSuggest"" onclick=""chatSuggest('2 points');"">2</button> <button class=""chatSuggest"" onclick=""chatSuggest('3 points');"">3</button> <button class=""chatSuggest"" onclick=""chatSuggest('4 points');"">4</button> <button class=""chatSuggest"" onclick=""chatSuggest('5 points');"">5</button>"
Written feedback short;<p> Thank you for your feedback so far. For the next question, you can provide a written answer. </p> <p> Did the lecture strengthen your interest in the topic? </p>
Course improvement;<p> Ok, thank you very much. Now, please answer the next question. </p> <p> Which aspects of the course should be changed so that students benefit more from the course? </p>
Further comments;"<p> Is there anything else you want to mention? If so, please feel free to leave your comments here. </p> <button class=""chatSuggest"" onclick=""chatSuggest('No, please skip.');"">No, thanks.</button>"
Provide email;"<p> Please provide your e-mail address if you are interested in the evaluation result. </p> <p> Your data will be stored anonymously and not related to your evaluation results. </p> <button class=""chatSuggest"" onclick=""skip();"">I'm not interested.</button>"
Give feedback without skip;"<p> Hey I just wanted to let you know that I am a chatbot and would like to have some feedback from you. </p> <button class=""chatSuggest"" onclick=""showFeedback(); disableFeedbackButton();"">Give me some feedback</button>"
Finish evaluation;"<p> Thank you, you are now finished! </p> <button class=""chatSuggest"" onclick=""showAnswers();"">Show my answers</button>"
